experiments,stimulus,repetition,response,goodness,rt,subj
2,s9_t2_r2,1,in,6,-0.426697,E2_KimDH
2,s9_t2_r2,2,in,6,-0.3754122,E2_KimDH
2,s9_t2_r2,3,in,5,-0.0991841,E2_KimDH
2,s1_t2_r2,1,ac,4,-0.2387523,E2_KimHN
2,s1_t2_r2,2,ac,2,0.3675491,E2_KimHN
2,s1_t2_r2,3,ac,3,0.115895,E2_KimHN
2,s10_t2_r2,1,ac,3,-0.1879549,E2_KimHN
2,s10_t2_r2,2,ac,2,0.0547592,E2_KimHN
2,s10_t2_r2,3,ac,3,0.091839,E2_KimHN
2,s2_t2_r2,1,ac,6,0.5073885,E2_KimHN
2,s2_t2_r2,2,ac,6,-0.2836532,E2_KimHN
2,s2_t2_r2,3,ac,6,-0.2575689,E2_KimHN
2,s3_t2_r2,1,ac,1,-0.1622124,E2_KimHN
2,s3_t2_r2,2,ac,1,-0.1003463,E2_KimHN
2,s3_t2_r2,3,ac,1,-0.2336647,E2_KimHN
2,s4_t2_r2,1,ac,4,0.0848067,E2_KimHN
2,s4_t2_r2,2,ac,4,0.4753943,E2_KimHN
2,s4_t2_r2,3,ac,3,-0.1046599,E2_KimHN
2,s5_t2_r2,1,ac,2,-0.2410915,E2_KimHN
2,s5_t2_r2,2,ac,2,-0.4056116,E2_KimHN
2,s5_t2_r2,3,ac,2,-0.2393578,E2_KimHN
2,s6_t2_r2,1,ac,3,0.1489867,E2_KimHN
2,s6_t2_r2,2,ac,3,-0.2078179,E2_KimHN
2,s6_t2_r2,3,ac,3,-0.3909805,E2_KimHN
2,s7_t2_r2,1,ac,1,0.1064274,E2_KimHN
2,s7_t2_r2,2,ac,2,0.0942506,E2_KimHN
2,s7_t2_r2,3,ac,2,-0.054991,E2_KimHN
2,s8_t2_r2,1,ac,3,0.0110243,E2_KimHN
2,s8_t2_r2,2,ac,3,-0.160471,E2_KimHN
2,s8_t2_r2,3,ac,4,-0.101953,E2_KimHN
2,s9_t2_r2,1,ac,3,-0.1315137,E2_KimHN
2,s9_t2_r2,2,ac,4,-0.3917826,E2_KimHN
2,s9_t2_r2,3,ac,5,-0.4231708,E2_KimHN
2,s1_t2_r2,1,comp,2,0.1957401,E2_KimHN
2,s1_t2_r2,2,comp,2,-0.0978608,E2_KimHN
2,s1_t2_r2,3,comp,2,-0.2703139,E2_KimHN
2,s10_t2_r2,1,comp,2,-0.2699981,E2_KimHN
2,s10_t2_r2,2,comp,3,-0.1098072,E2_KimHN
2,s10_t2_r2,3,comp,2,-0.2704995,E2_KimHN
2,s2_t2_r2,1,comp,5,-0.2226334,E2_KimHN
2,s2_t2_r2,2,comp,6,-0.2674102,E2_KimHN
2,s2_t2_r2,3,comp,3,-0.2883279,E2_KimHN
2,s3_t2_r2,1,comp,2,0.2005551,E2_KimHN
2,s3_t2_r2,2,comp,2,-0.407702,E2_KimHN
2,s3_t2_r2,3,comp,3,-0.265838,E2_KimHN
2,s4_t2_r2,1,comp,3,-0.2375972,E2_KimHN
2,s4_t2_r2,2,comp,5,0.2959619,E2_KimHN
2,s4_t2_r2,3,comp,4,-0.2404236,E2_KimHN
2,s5_t2_r2,1,comp,2,-0.1442417,E2_KimHN
2,s5_t2_r2,2,comp,2,-0.2102,E2_KimHN
2,s5_t2_r2,3,comp,2,-0.2267871,E2_KimHN
2,s6_t2_r2,1,comp,2,-0.2256576,E2_KimHN
2,s6_t2_r2,2,comp,2,-0.1084819,E2_KimHN
2,s6_t2_r2,3,comp,3,-0.3621962,E2_KimHN
2,s7_t2_r2,1,comp,2,0.3195401,E2_KimHN
2,s7_t2_r2,2,comp,2,-0.2526846,E2_KimHN
2,s7_t2_r2,3,comp,2,-0.1734287,E2_KimHN
2,s8_t2_r2,1,comp,2,-0.0333282,E2_KimHN
2,s8_t2_r2,2,comp,2,-0.2044077,E2_KimHN
2,s8_t2_r2,3,comp,2,1.7790923,E2_KimHN
2,s9_t2_r2,1,comp,2,-0.2892296,E2_KimHN
2,s9_t2_r2,2,comp,2,-0.2863729,E2_KimHN
2,s9_t2_r2,3,comp,2,-0.1551799,E2_KimHN
2,s1_t2_r2,1,fl,2,-0.0859025,E2_KimHN
2,s1_t2_r2,2,fl,3,-0.2236845,E2_KimHN
2,s1_t2_r2,3,fl,2,-0.114661,E2_KimHN
2,s10_t2_r2,1,fl,2,0.6232135,E2_KimHN
2,s10_t2_r2,2,fl,2,-0.1774944,E2_KimHN
2,s10_t2_r2,3,fl,2,0.5895404,E2_KimHN
2,s2_t2_r2,1,fl,6,0.0436953,E2_KimHN
2,s2_t2_r2,2,fl,6,-0.1700375,E2_KimHN
2,s2_t2_r2,3,fl,6,-0.1123839,E2_KimHN
2,s3_t2_r2,1,fl,1,-0.3752521,E2_KimHN
2,s3_t2_r2,2,fl,2,1.0841908,E2_KimHN
2,s3_t2_r2,3,fl,2,-0.0238333,E2_KimHN
2,s4_t2_r2,1,fl,4,0.0415653,E2_KimHN
2,s4_t2_r2,2,fl,5,-0.1563221,E2_KimHN
2,s4_t2_r2,3,fl,4,-0.1793209,E2_KimHN
2,s5_t2_r2,1,fl,2,-0.1006554,E2_KimHN
2,s5_t2_r2,2,fl,2,0.0217789,E2_KimHN
2,s5_t2_r2,3,fl,3,-0.157431,E2_KimHN
2,s6_t2_r2,1,fl,2,-0.1595156,E2_KimHN
2,s6_t2_r2,2,fl,2,0.1348107,E2_KimHN
2,s6_t2_r2,3,fl,3,-0.2088795,E2_KimHN
2,s7_t2_r2,1,fl,2,-0.2681494,E2_KimHN
2,s7_t2_r2,2,fl,3,-0.2250793,E2_KimHN
2,s7_t2_r2,3,fl,2,-0.3799218,E2_KimHN
2,s8_t2_r2,1,fl,3,0.6500691,E2_KimHN
2,s8_t2_r2,2,fl,3,-0.1358419,E2_KimHN
2,s8_t2_r2,3,fl,3,-0.3006215,E2_KimHN
2,s9_t2_r2,1,fl,3,0.0111868,E2_KimHN
2,s9_t2_r2,2,fl,3,-0.3006345,E2_KimHN
2,s9_t2_r2,3,fl,3,-0.2201319,E2_KimHN
2,s1_t2_r2,1,in,2,-0.1743829,E2_KimHN
2,s1_t2_r2,2,in,2,-0.1426874,E2_KimHN
2,s1_t2_r2,3,in,2,-0.2521163,E2_KimHN
2,s10_t2_r2,1,in,2,-0.3594647,E2_KimHN
2,s10_t2_r2,2,in,4,0.117026,E2_KimHN
2,s10_t2_r2,3,in,4,0.1696301,E2_KimHN
2,s2_t2_r2,1,in,5,0.0066093,E2_KimHN
2,s2_t2_r2,2,in,5,-0.3160935,E2_KimHN
2,s2_t2_r2,3,in,5,-0.2631977,E2_KimHN
2,s3_t2_r2,1,in,2,0.0544162,E2_KimHN
2,s3_t2_r2,2,in,2,-0.1411494,E2_KimHN
2,s3_t2_r2,3,in,2,-0.2991192,E2_KimHN
2,s4_t2_r2,1,in,3,-0.3771595,E2_KimHN
2,s4_t2_r2,2,in,4,-0.2187665,E2_KimHN
2,s4_t2_r2,3,in,4,-0.1753444,E2_KimHN
2,s5_t2_r2,1,in,2,-0.1789439,E2_KimHN
2,s5_t2_r2,2,in,2,-0.2834344,E2_KimHN
2,s5_t2_r2,3,in,3,0.0671767,E2_KimHN
2,s6_t2_r2,1,in,3,0.2908141,E2_KimHN
2,s6_t2_r2,2,in,3,-0.0930641,E2_KimHN
2,s6_t2_r2,3,in,4,-0.1920639,E2_KimHN
2,s7_t2_r2,1,in,1,-0.2848022,E2_KimHN
2,s7_t2_r2,2,in,3,-0.0671478,E2_KimHN
2,s7_t2_r2,3,in,2,-0.3037225,E2_KimHN
2,s8_t2_r2,1,in,2,-0.3928957,E2_KimHN
2,s8_t2_r2,2,in,3,-0.2691971,E2_KimHN
2,s8_t2_r2,3,in,4,-0.2740887,E2_KimHN
2,s9_t2_r2,1,in,3,-0.2332974,E2_KimHN
2,s9_t2_r2,2,in,4,-0.0013277,E2_KimHN
2,s9_t2_r2,3,in,4,0.1341081,E2_KimHN
2,s1_t2_r2,1,ac,3,0.0498195,E2_KuDY
2,s1_t2_r2,2,ac,4,-0.090325542,E2_KuDY
2,s1_t2_r2,3,ac,3,-0.200445583,E2_KuDY
2,s10_t2_r2,1,ac,2,0.076387708,E2_KuDY
2,s10_t2_r2,2,ac,2,-0.137364375,E2_KuDY
2,s10_t2_r2,3,ac,4,-0.151214583,E2_KuDY
2,s2_t2_r2,1,ac,6,0.133083083,E2_KuDY
2,s2_t2_r2,2,ac,6,0.200842166,E2_KuDY
2,s2_t2_r2,3,ac,6,-0.124876708,E2_KuDY
2,s3_t2_r2,1,ac,2,2.0660845,E2_KuDY
2,s3_t2_r2,2,ac,1,0.305018417,E2_KuDY
2,s3_t2_r2,3,ac,2,-0.083897458,E2_KuDY
2,s4_t2_r2,1,ac,4,-0.013240292,E2_KuDY
2,s4_t2_r2,2,ac,4,-0.003173208,E2_KuDY
2,s4_t2_r2,3,ac,4,0.016841084,E2_KuDY
2,s5_t2_r2,1,ac,2,0.05858875,E2_KuDY
2,s5_t2_r2,2,ac,1,0.278708166,E2_KuDY
2,s5_t2_r2,3,ac,2,-0.094390875,E2_KuDY
2,s6_t2_r2,1,ac,1,2.081978375,E2_KuDY
2,s6_t2_r2,2,ac,3,0.000316375,E2_KuDY
2,s6_t2_r2,3,ac,3,0.018993167,E2_KuDY
2,s7_t2_r2,1,ac,1,0.0831475,E2_KuDY
2,s7_t2_r2,2,ac,1,-0.066014042,E2_KuDY
2,s7_t2_r2,3,ac,1,0.45618025,E2_KuDY
2,s8_t2_r2,1,ac,5,1.250415792,E2_KuDY
2,s8_t2_r2,2,ac,5,0.056655041,E2_KuDY
2,s8_t2_r2,3,ac,4,-0.039104125,E2_KuDY
2,s9_t2_r2,1,ac,4,0.06282325,E2_KuDY
2,s9_t2_r2,2,ac,5,0.459099375,E2_KuDY
2,s9_t2_r2,3,ac,3,0.496321708,E2_KuDY
2,s1_t2_r2,1,comp,2,0.149487042,E2_KuDY
2,s1_t2_r2,2,comp,2,0.267254208,E2_KuDY
2,s1_t2_r2,3,comp,3,-0.0259455,E2_KuDY
2,s10_t2_r2,1,comp,2,4.149536541,E2_KuDY
2,s10_t2_r2,2,comp,3,3.37806175,E2_KuDY
2,s10_t2_r2,3,comp,2,0.102166291,E2_KuDY
2,s2_t2_r2,1,comp,4,6.983307458,E2_KuDY
2,s2_t2_r2,2,comp,5,0.518566667,E2_KuDY
2,s2_t2_r2,3,comp,5,0.170023,E2_KuDY
2,s3_t2_r2,1,comp,2,1.2328225,E2_KuDY
2,s3_t2_r2,2,comp,2,0.448587291,E2_KuDY
2,s3_t2_r2,3,comp,1,0.723984417,E2_KuDY
2,s4_t2_r2,1,comp,4,3.38304,E2_KuDY
2,s4_t2_r2,2,comp,4,-0.074036833,E2_KuDY
2,s4_t2_r2,3,comp,3,0.466540625,E2_KuDY
2,s5_t2_r2,1,comp,2,0.12477925,E2_KuDY
2,s5_t2_r2,2,comp,3,0.715859,E2_KuDY
2,s5_t2_r2,3,comp,2,0.15747,E2_KuDY
2,s6_t2_r2,1,comp,2,6.865973792,E2_KuDY
2,s6_t2_r2,2,comp,3,0.147810291,E2_KuDY
2,s6_t2_r2,3,comp,4,0.125479583,E2_KuDY
2,s7_t2_r2,1,comp,3,0.826668167,E2_KuDY
2,s7_t2_r2,2,comp,2,1.568801166,E2_KuDY
2,s7_t2_r2,3,comp,3,0.482855125,E2_KuDY
2,s8_t2_r2,1,comp,3,3.36683525,E2_KuDY
2,s8_t2_r2,2,comp,3,0.083268625,E2_KuDY
2,s8_t2_r2,3,comp,2,0.566281917,E2_KuDY
2,s9_t2_r2,1,comp,2,1.505572208,E2_KuDY
2,s9_t2_r2,2,comp,2,0.582944125,E2_KuDY
2,s9_t2_r2,3,comp,2,0.599741708,E2_KuDY
2,s1_t2_r2,1,fl,2,12.56608392,E2_KuDY
2,s1_t2_r2,2,fl,3,4.432783167,E2_KuDY
2,s1_t2_r2,3,fl,3,0.02043275,E2_KuDY
2,s10_t2_r2,1,fl,2,7.583721,E2_KuDY
2,s10_t2_r2,2,fl,2,7.932721417,E2_KuDY
2,s10_t2_r2,3,fl,2,4.582695375,E2_KuDY
2,s2_t2_r2,1,fl,4,0.698818417,E2_KuDY
2,s2_t2_r2,2,fl,5,0.181914083,E2_KuDY
2,s2_t2_r2,3,fl,5,3.765427,E2_KuDY
2,s3_t2_r2,1,fl,2,1.182572,E2_KuDY
2,s3_t2_r2,2,fl,1,0.149259583,E2_KuDY
2,s3_t2_r2,3,fl,1,0.494765583,E2_KuDY
2,s4_t2_r2,1,fl,4,0.841115209,E2_KuDY
2,s4_t2_r2,2,fl,4,0.146652916,E2_KuDY
2,s4_t2_r2,3,fl,4,-0.047868708,E2_KuDY
2,s5_t2_r2,1,fl,2,0.521430958,E2_KuDY
2,s5_t2_r2,2,fl,2,15.10016575,E2_KuDY
2,s5_t2_r2,3,fl,1,4.954040334,E2_KuDY
2,s6_t2_r2,1,fl,2,0.543051958,E2_KuDY
2,s6_t2_r2,2,fl,3,0.568601625,E2_KuDY
2,s6_t2_r2,3,fl,3,2.642754583,E2_KuDY
2,s7_t2_r2,1,fl,1,1.082808,E2_KuDY
2,s7_t2_r2,2,fl,1,2.716052334,E2_KuDY
2,s7_t2_r2,3,fl,1,2.58265125,E2_KuDY
2,s8_t2_r2,1,fl,2,3.684154542,E2_KuDY
2,s8_t2_r2,2,fl,4,7.783529792,E2_KuDY
2,s8_t2_r2,3,fl,3,2.43845825,E2_KuDY
2,s9_t2_r2,1,fl,4,2.78711525,E2_KuDY
2,s9_t2_r2,2,fl,3,3.766292583,E2_KuDY
2,s9_t2_r2,3,fl,3,0.004717792,E2_KuDY
2,s1_t2_r2,1,in,4,0.233675666,E2_KuDY
2,s1_t2_r2,2,in,3,-0.0006635,E2_KuDY
2,s1_t2_r2,3,in,4,0.214198375,E2_KuDY
2,s10_t2_r2,1,in,4,0.758907625,E2_KuDY
2,s10_t2_r2,2,in,3,0.731672584,E2_KuDY
2,s10_t2_r2,3,in,2,0.002421375,E2_KuDY
2,s2_t2_r2,1,in,6,0.282356,E2_KuDY
2,s2_t2_r2,2,in,6,2.080743709,E2_KuDY
2,s2_t2_r2,3,in,6,0.215040208,E2_KuDY
2,s3_t2_r2,1,in,2,0.15730875,E2_KuDY
2,s3_t2_r2,2,in,2,0.023896375,E2_KuDY
2,s3_t2_r2,3,in,2,0.473581125,E2_KuDY
2,s4_t2_r2,1,in,4,0.015359208,E2_KuDY
2,s4_t2_r2,2,in,4,0.266696958,E2_KuDY
2,s4_t2_r2,3,in,4,0.14650625,E2_KuDY
2,s5_t2_r2,1,in,1,7.547319542,E2_KuDY
2,s5_t2_r2,2,in,1,0.116722542,E2_KuDY
2,s5_t2_r2,3,in,2,0.116244791,E2_KuDY
2,s6_t2_r2,1,in,2,0.20302125,E2_KuDY
2,s6_t2_r2,2,in,3,0.400156041,E2_KuDY
2,s6_t2_r2,3,in,2,0.11608875,E2_KuDY
2,s7_t2_r2,1,in,3,0.248540708,E2_KuDY
2,s7_t2_r2,2,in,2,1.9498625,E2_KuDY
2,s7_t2_r2,3,in,2,-0.230600667,E2_KuDY
2,s8_t2_r2,1,in,5,-0.067690667,E2_KuDY
2,s8_t2_r2,2,in,5,-0.090752167,E2_KuDY
2,s8_t2_r2,3,in,5,0.042790958,E2_KuDY
2,s9_t2_r2,1,in,4,0.824278583,E2_KuDY
2,s9_t2_r2,2,in,4,-0.001815834,E2_KuDY
2,s9_t2_r2,3,in,3,0.186032917,E2_KuDY
2,s1_t2_r2,1,ac,2,2.4621366,E2_LeeHJ
2,s1_t2_r2,2,ac,3,0.2116551,E2_LeeHJ
2,s1_t2_r2,3,ac,3,0.4086263,E2_LeeHJ
2,s10_t2_r2,1,ac,5,0.4892932,E2_LeeHJ
2,s10_t2_r2,2,ac,4,0.2835266,E2_LeeHJ
2,s10_t2_r2,3,ac,4,1.0289172,E2_LeeHJ
2,s2_t2_r2,1,ac,6,2.5354792,E2_LeeHJ
2,s2_t2_r2,2,ac,6,0.2506184,E2_LeeHJ
2,s2_t2_r2,3,ac,6,0.3050863,E2_LeeHJ
2,s3_t2_r2,1,ac,2,0.4632706,E2_LeeHJ
2,s3_t2_r2,2,ac,2,0.4483726,E2_LeeHJ
2,s3_t2_r2,3,ac,2,0.2619713,E2_LeeHJ
2,s4_t2_r2,1,ac,3,0.716149,E2_LeeHJ
2,s4_t2_r2,2,ac,2,0.2072983,E2_LeeHJ
2,s4_t2_r2,3,ac,2,1.0136574,E2_LeeHJ
2,s5_t2_r2,1,ac,2,0.2848828,E2_LeeHJ
2,s5_t2_r2,2,ac,2,0.4696116,E2_LeeHJ
2,s5_t2_r2,3,ac,2,0.4909441,E2_LeeHJ
2,s6_t2_r2,1,ac,5,0.5575011,E2_LeeHJ
2,s6_t2_r2,2,ac,5,0.6548995,E2_LeeHJ
2,s6_t2_r2,3,ac,5,0.5392857,E2_LeeHJ
2,s7_t2_r2,1,ac,4,0.489444,E2_LeeHJ
2,s7_t2_r2,2,ac,4,0.6992447,E2_LeeHJ
2,s7_t2_r2,3,ac,4,0.9773424,E2_LeeHJ
2,s8_t2_r2,1,ac,4,0.7730653,E2_LeeHJ
2,s8_t2_r2,2,ac,4,0.194719,E2_LeeHJ
2,s8_t2_r2,3,ac,4,0.4188551,E2_LeeHJ
2,s9_t2_r2,1,ac,3,3.5757678,E2_LeeHJ
2,s9_t2_r2,2,ac,3,0.4524292,E2_LeeHJ
2,s9_t2_r2,3,ac,2,2.8127563,E2_LeeHJ
2,s1_t2_r2,1,comp,4,1.3526213,E2_LeeHJ
2,s1_t2_r2,2,comp,4,6.2297873,E2_LeeHJ
2,s1_t2_r2,3,comp,4,0.3591871,E2_LeeHJ
2,s10_t2_r2,1,comp,4,2.1704423,E2_LeeHJ
2,s10_t2_r2,2,comp,5,1.0099604,E2_LeeHJ
2,s10_t2_r2,3,comp,4,2.948197,E2_LeeHJ
2,s2_t2_r2,1,comp,6,6.4359148,E2_LeeHJ
2,s2_t2_r2,2,comp,5,0.5992083,E2_LeeHJ
2,s2_t2_r2,3,comp,5,6.3872985,E2_LeeHJ
2,s3_t2_r2,1,comp,4,2.9042885,E2_LeeHJ
2,s3_t2_r2,2,comp,3,0.709674,E2_LeeHJ
2,s3_t2_r2,3,comp,4,0.4766426,E2_LeeHJ
2,s4_t2_r2,1,comp,4,2.5395386,E2_LeeHJ
2,s4_t2_r2,2,comp,3,2.2116774,E2_LeeHJ
2,s4_t2_r2,3,comp,2,1.2434875,E2_LeeHJ
2,s5_t2_r2,1,comp,4,0.9091451,E2_LeeHJ
2,s5_t2_r2,2,comp,3,0.7046885,E2_LeeHJ
2,s5_t2_r2,3,comp,2,1.7225691,E2_LeeHJ
2,s6_t2_r2,1,comp,5,4.2226623,E2_LeeHJ
2,s6_t2_r2,2,comp,5,0.7675804,E2_LeeHJ
2,s6_t2_r2,3,comp,5,0.8474082,E2_LeeHJ
2,s7_t2_r2,1,comp,5,6.8266653,E2_LeeHJ
2,s7_t2_r2,2,comp,5,4.1008111,E2_LeeHJ
2,s7_t2_r2,3,comp,3,1.6817554,E2_LeeHJ
2,s8_t2_r2,1,comp,6,6.7162796,E2_LeeHJ
2,s8_t2_r2,2,comp,4,2.3983646,E2_LeeHJ
2,s8_t2_r2,3,comp,5,1.22248,E2_LeeHJ
2,s9_t2_r2,1,comp,3,3.0376776,E2_LeeHJ
2,s9_t2_r2,2,comp,3,2.7748621,E2_LeeHJ
2,s9_t2_r2,3,comp,3,0.7877015,E2_LeeHJ
2,s1_t2_r2,1,fl,4,0.4760984,E2_LeeHJ
2,s1_t2_r2,2,fl,4,0.5502058,E2_LeeHJ
2,s1_t2_r2,3,fl,3,3.7368501,E2_LeeHJ
2,s10_t2_r2,1,fl,4,0.0910053,E2_LeeHJ
2,s10_t2_r2,2,fl,3,3.2540975,E2_LeeHJ
2,s10_t2_r2,3,fl,4,1.6208216,E2_LeeHJ
2,s2_t2_r2,1,fl,6,0.5164384,E2_LeeHJ
2,s2_t2_r2,2,fl,5,0.7085124,E2_LeeHJ
2,s2_t2_r2,3,fl,6,0.7744421,E2_LeeHJ
2,s3_t2_r2,1,fl,3,0.5462062,E2_LeeHJ
2,s3_t2_r2,2,fl,2,0.1959534,E2_LeeHJ
2,s3_t2_r2,3,fl,2,0.6091613,E2_LeeHJ
2,s4_t2_r2,1,fl,2,4.4122011,E2_LeeHJ
2,s4_t2_r2,2,fl,2,0.5629844,E2_LeeHJ
2,s4_t2_r2,3,fl,2,0.9452884,E2_LeeHJ
2,s5_t2_r2,1,fl,2,1.4298223,E2_LeeHJ
2,s5_t2_r2,2,fl,2,1.0544206,E2_LeeHJ
2,s5_t2_r2,3,fl,2,0.2117528,E2_LeeHJ
2,s6_t2_r2,1,fl,4,0.4051018,E2_LeeHJ
2,s6_t2_r2,2,fl,4,0.793019,E2_LeeHJ
2,s6_t2_r2,3,fl,4,0.6426973,E2_LeeHJ
2,s7_t2_r2,1,fl,3,0.5895873,E2_LeeHJ
2,s7_t2_r2,2,fl,4,0.9332951,E2_LeeHJ
2,s7_t2_r2,3,fl,3,0.6173491,E2_LeeHJ
2,s8_t2_r2,1,fl,5,1.255023,E2_LeeHJ
2,s8_t2_r2,2,fl,5,0.661667,E2_LeeHJ
2,s8_t2_r2,3,fl,5,1.125369,E2_LeeHJ
2,s9_t2_r2,1,fl,3,0.5942651,E2_LeeHJ
2,s9_t2_r2,2,fl,2,2.4101647,E2_LeeHJ
2,s9_t2_r2,3,fl,3,2.9532177,E2_LeeHJ
2,s1_t2_r2,1,in,2,0.3125652,E2_LeeHJ
2,s1_t2_r2,2,in,2,0.54778,E2_LeeHJ
2,s1_t2_r2,3,in,2,0.9393391,E2_LeeHJ
2,s10_t2_r2,1,in,5,0.6693849,E2_LeeHJ
2,s10_t2_r2,2,in,6,0.5572545,E2_LeeHJ
2,s10_t2_r2,3,in,6,0.5447798,E2_LeeHJ
2,s2_t2_r2,1,in,6,1.1046965,E2_LeeHJ
2,s2_t2_r2,2,in,6,0.4091631,E2_LeeHJ
2,s2_t2_r2,3,in,6,1.5307598,E2_LeeHJ
2,s3_t2_r2,1,in,3,1.4480471,E2_LeeHJ
2,s3_t2_r2,2,in,3,0.8771645,E2_LeeHJ
2,s3_t2_r2,3,in,3,0.4962567,E2_LeeHJ
2,s4_t2_r2,1,in,2,0.5394296,E2_LeeHJ
2,s4_t2_r2,2,in,4,0.4112859,E2_LeeHJ
2,s4_t2_r2,3,in,4,0.6566789,E2_LeeHJ
2,s5_t2_r2,1,in,2,0.1680931,E2_LeeHJ
2,s5_t2_r2,2,in,2,0.35052,E2_LeeHJ
2,s5_t2_r2,3,in,2,0.4804427,E2_LeeHJ
2,s6_t2_r2,1,in,6,0.5981017,E2_LeeHJ
2,s6_t2_r2,2,in,6,0.075714,E2_LeeHJ
2,s6_t2_r2,3,in,6,0.2525623,E2_LeeHJ
2,s7_t2_r2,1,in,4,0.5746187,E2_LeeHJ
2,s7_t2_r2,2,in,5,0.7360121,E2_LeeHJ
2,s7_t2_r2,3,in,5,0.1953943,E2_LeeHJ
2,s8_t2_r2,1,in,5,0.594928,E2_LeeHJ
2,s8_t2_r2,2,in,5,0.4870387,E2_LeeHJ
2,s8_t2_r2,3,in,5,1.02575,E2_LeeHJ
